-2,-108.522
-1.994,-108.737
-1.988,-108.949
-1.982,-109.158
-1.976,-109.364
-1.97,-109.567
-1.964,-109.766
-1.958,-109.964
-1.952,-110.158
-1.946,-110.35
-1.94,-110.54
-1.934,-110.727
-1.928,-110.912
-1.922,-111.095
-1.916,-111.276
-1.91,-111.454
-1.904,-111.631
-1.898,-111.805
-1.892,-111.978
-1.886,-112.149
-1.88,-112.318
-1.874,-112.484
-1.868,-112.649
-1.862,-112.813
-1.856,-112.974
-1.85,-113.133
-1.844,-113.291
-1.838,-113.447
-1.832,-113.601
-1.826,-113.753
-1.82,-113.904
-1.814,-114.052
-1.808,-114.2
-1.802,-114.345
-1.796,-114.489
-1.79,-114.632
-1.784,-114.773
-1.778,-114.913
-1.772,-115.052
-1.766,-115.189
-1.76,-115.326
-1.754,-115.461
-1.748,-115.596
-1.742,-115.73
-1.736,-115.863
-1.73,-115.996
-1.724,-116.128
-1.718,-116.26
-1.712,-116.392
-1.706,-116.524
-1.7,-116.656
-1.694,-116.788
-1.688,-116.921
-1.682,-117.054
-1.676,-117.188
-1.67,-117.323
-1.664,-117.459
-1.658,-117.596
-1.652,-117.735
-1.646,-117.875
-1.64,-118.017
-1.634,-118.161
-1.628,-118.308
-1.622,-118.456
-1.616,-118.608
-1.61,-118.762
-1.604,-118.92
-1.598,-119.081
-1.592,-119.247
-1.586,-119.416
-1.58,-119.591
-1.574,-119.77
-1.568,-119.955
-1.562,-120.146
-1.556,-120.344
-1.55,-120.549
-1.544,-120.762
-1.538,-120.984
-1.532,-121.215
-1.526,-121.456
-1.52,-121.708
-1.514,-121.971
-1.508,-122.248
-1.502,-122.539
-1.496,-122.844
-1.49,-123.166
-1.484,-123.505
-1.478,-123.863
-1.472,-124.242
-1.466,-124.642
-1.46,-125.066
-1.454,-125.516
-1.448,-125.992
-1.442,-126.498
-1.436,-127.035
-1.43,-127.606
-1.424,-128.212
-1.418,-128.857
-1.412,-129.544
-1.406,-130.274
-1.4,-131.051
-1.394,-131.879
-1.388,-132.76
-1.382,-133.698
-1.376,-134.696
-1.37,-135.76
-1.364,-136.893
-1.358,-138.099
-1.352,-139.382
-1.346,-140.749
-1.34,-142.204
-1.334,-143.752
-1.328,-145.4
-1.322,-147.152
-1.316,-149.017
-1.31,-150.999
-1.304,-153.108
-1.298,-155.349
-1.292,-157.73
-1.286,-160.261
-1.28,-162.95
-1.274,-165.805
-1.268,-168.836
-1.262,-172.055
-1.256,-175.47
-1.25,-179.094
-1.244,-182.937
-1.238,-187.014
-1.232,-191.335
-1.226,-195.915
-1.22,-200.768
-1.214,-205.908
-1.208,-211.351
-1.202,-217.114
-1.196,-223.212
-1.19,-229.664
-1.184,-236.488
-1.178,-243.702
-1.172,-251.326
-1.166,-259.38
-1.16,-267.886
-1.154,-276.865
-1.148,-286.338
-1.142,-296.33
-1.136,-306.864
-1.13,-317.962
-1.124,-329.651
-1.118,-341.953
-1.112,-354.896
-1.106,-368.503
-1.1,-382.801
-1.094,-397.814
-1.088,-413.568
-1.082,-430.088
-1.076,-447.399
-1.07,-465.524
-1.064,-484.486
-1.058,-504.309
-1.052,-525.012
-1.046,-546.616
-1.04,-569.138
-1.034,-592.595
-1.028,-616.999
-1.022,-642.364
-1.016,-668.697
-1.01,-696.004
-1.004,-724.288
-0.998,-753.548
-0.992,-783.779
-0.986,-814.974
-0.98,-847.12
-0.974,-880.199
-0.968,-914.191
-0.962,-949.07
-0.956,-984.805
-0.95,-1021.36
-0.944,-1058.7
-0.938,-1096.77
-0.932,-1135.54
-0.926,-1174.93
-0.92,-1214.91
-0.914,-1255.4
-0.908,-1296.35
-0.902,-1337.68
-0.896,-1379.33
-0.89,-1421.22
-0.884,-1463.28
-0.878,-1505.43
-0.872,-1547.6
-0.866,-1589.7
-0.86,-1631.68
-0.854,-1673.44
-0.848,-1714.93
-0.842,-1756.05
-0.836,-1796.76
-0.83,-1836.97
-0.824,-1876.64
-0.818,-1915.69
-0.812,-1954.08
-0.806,-1991.75
-0.8,-2028.66
-0.794,-2064.76
-0.788,-2100.02
-0.782,-2134.4
-0.776,-2167.88
-0.77,-2200.44
-0.764,-2232.04
-0.758,-2262.69
-0.752,-2292.37
-0.746,-2321.07
-0.74,-2348.79
-0.734,-2375.53
-0.728,-2401.3
-0.722,-2426.1
-0.716,-2449.95
-0.71,-2472.85
-0.704,-2494.83
-0.698,-2515.89
-0.692,-2536.06
-0.686,-2555.37
-0.68,-2573.82
-0.674,-2591.45
-0.668,-2608.27
-0.662,-2624.32
-0.656,-2639.61
-0.65,-2654.18
-0.644,-2668.05
-0.638,-2681.24
-0.632,-2693.79
-0.626,-2705.71
-0.62,-2717.03
-0.614,-2727.78
-0.608,-2737.98
-0.602,-2747.65
-0.596,-2756.83
-0.59,-2765.52
-0.584,-2773.76
-0.578,-2781.57
-0.572,-2788.97
-0.566,-2795.97
-0.56,-2802.6
-0.554,-2808.88
-0.548,-2814.82
-0.542,-2820.44
-0.536,-2825.77
-0.53,-2830.81
-0.524,-2835.58
-0.518,-2840.1
-0.512,-2844.37
-0.506,-2848.43
-0.5,-2852.26
-0.494,-2855.9
-0.488,-2859.35
-0.482,-2862.62
-0.476,-2865.73
-0.47,-2868.68
-0.464,-2871.48
-0.458,-2874.15
-0.452,-2876.69
-0.446,-2879.1
-0.44,-2881.41
-0.434,-2883.62
-0.428,-2885.72
-0.422,-2887.74
-0.416,-2889.68
-0.41,-2891.54
-0.404,-2893.33
-0.398,-2895.06
-0.392,-2896.73
-0.386,-2898.35
-0.38,-2899.92
-0.374,-2901.46
-0.368,-2902.95
-0.362,-2904.41
-0.356,-2905.84
-0.35,-2907.25
-0.344,-2908.64
-0.338,-2910.02
-0.332,-2911.38
-0.326,-2912.74
-0.32,-2914.1
-0.314,-2915.45
-0.308,-2916.81
-0.302,-2918.17
-0.296,-2919.54
-0.29,-2920.93
-0.284,-2922.33
-0.278,-2923.75
-0.272,-2925.2
-0.266,-2926.66
-0.26,-2928.16
-0.254,-2929.68
-0.248,-2931.24
-0.242,-2932.83
-0.236,-2934.45
-0.23,-2936.12
-0.224,-2937.82
-0.218,-2939.57
-0.212,-2941.36
-0.206,-2943.19
-0.2,-2945.08
-0.194,-2947.01
-0.188,-2948.99
-0.182,-2951.03
-0.176,-2953.12
-0.17,-2955.26
-0.164,-2957.46
-0.158,-2959.72
-0.152,-2962.03
-0.146,-2964.41
-0.14,-2966.85
-0.134,-2969.36
-0.128,-2971.93
-0.122,-2974.57
-0.116,-2977.28
-0.11,-2980.07
-0.104,-2982.93
-0.098,-2985.87
-0.092,-2988.89
-0.086,-2992.01
-0.08,-2995.21
-0.074,-2998.51
