3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
461.055,457.502,456.53,458.746,461.658,494.283,521.303,578.553,500.387,491.768,476.556,473.863,673.756,625.505,538.497,2058.95,6755.33,38788.9
-0.685351,-0.699558,-0.69587,-0.694833,-0.690376,-0.702775,-0.713966,-0.727746,-0.754945,-0.748043,-0.728446,-0.718533,-0.832808,-0.814948,-0.741901,-1.05187,-1.26658,-2.64897
